"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","country_of_manufacture","gift_message_available","price","special_price","weight","msrp","gift_wrapping_price","is_recurring","visibility","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","page_layout","options_container","msrp_enabled","msrp_display_actual_price_type","gift_wrapping_available","parcelas","status","tax_class_id","custom_design","image_label","small_image_label","thumbnail_label","volume_comprimento","volume_altura","volume_largura"
"admin","base","Default","simple","2,352","PS013",0,"Placa Fotoluminescente Extintor CO2 - PS013",,,"/e/n/PS013.jpg","/e/n/PS013.jpg","/e/n/PS013.jpg","produto-260","produto-260.html",,"Não","8.0000","5.0000","0.3000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de extintores de incêndio do tipo CO² (Gás Carbônico).

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 19 x 19 cm; 30 x 30 cm;

Material: PVC Fotoluminescente","Placas fotoluminescente para identificação de extintores de incêndio do tipo CO² (Gás Carbônico).

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 19 x 19 cm; 30 x 30 cm;

Material: PVC Fotoluminescente","Placa; fotoluminescente; extintor; CO2; gás carbônico;",,"2014-10-20 00:00:00",,,,,,"936.0000","0.0000",1,0,0,1,"1.0000",1,"1000.0000",0,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Fotoluminescente Extintor CO2 - PS013",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,352","PS014",0,"Placa Fotoluminescente Extintor PQS - PS014",,,"/e/n/PS014.jpg","/e/n/PS014.jpg","/e/n/PS014.jpg","produto-261","produto-261.html",,"Não","8.0000","5.0000","0.3000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de extintores de incêndio do tipo PQS (Pó Químico Seco).

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 19 x 19 cm; 30 x 30 cm;

Material: PVC Fotoluminescente","Placas fotoluminescente para identificação de extintores de incêndio do tipo PQS (Pó Químico Seco).

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 19 x 19 cm; 30 x 30 cm;

Material: PVC Fotoluminescente","Placa; fotoluminescente; extintor; pqs; pó químico seco;",,"2014-10-20 00:00:00",,,,,,"829.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Fotoluminescente Extintor PQS - PS014",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,352","PS015",0,"Placa Fotoluminescente Extintor AP - PS015",,,"/e/n/PS015.jpg","/e/n/PS015.jpg","/e/n/PS015.jpg","produto-262","produto-262.html",,"Não","8.0000","5.0000","0.3000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de extintores de incêndio do tipo AP (água pressurizada).

Durabilidade: Uso Interno: 24 meses; Uso Externo: 12 meses.

Medida 19 x 19 cm; 30 x 30 cm;

Material: PVC Fotoluminescente","Placas fotoluminescente para identificação de extintores de incêndio do tipo AP (água pressurizada).

Durabilidade: Uso Interno: 24 meses; Uso Externo: 12 meses.

Medida 19 x 19 cm; 30 x 30 cm;

Material: PVC Fotoluminescente","Placa; extintor; AP; água pressurizada; fotoluminescente",,"2014-10-20 00:00:00",,,,,,"885.0000","0.0000",1,0,0,1,"1.0000",1,"1000.0000",0,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Fotoluminescente Extintor AP - PS015",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,352","PS018",0,"Placa Fotoluminescente Alarme de Incêndio Medida: 10x15 cm -  PS018 ",,,"/e/n/PS018.jpg","/e/n/PS018.jpg","/e/n/PS018.jpg","produto-264","produto-264.html",,"Não","8.0000","5.0000","0.3000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de alarmes, botoeiras, centrais.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 10 x 15 cm

Material: PVC Fotoluminescente ","Placas fotoluminescente para identificação de alarmes, botoeiras, centrais.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 10 x 15 cm

Material: PVC Fotoluminescente ","placa; fotoluminescente; alarme;",,"2014-10-20 00:00:00",,,,,,"987.0000","0.0000",1,0,0,1,"1.0000",1,"1000.0000",0,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Fotoluminescente Alarme de Incêndio Medida: 10x15 cm -  PS018 ",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,352","PS019",0,"Placa Fotoluminescente Bomba de Incêndio Medida: 10x15 cm - PS019",,,"/e/n/PS019.jpg","/e/n/PS019.jpg","/e/n/PS019.jpg","produto-265","produto-265.html",,"Não","8.0000","5.0000","0.3000",,,"Não","Catálogo, Busca","Placa Bomba de Incêndio Fotoluminescente.

Durabilidade: Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 10 x 15 cm

Material: PVC Fotoluminescente","Placa Bomba de Incêndio Fotoluminescente.

Durabilidade: Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 10 x 15 cm

Material: PVC Fotoluminescente",,,"2014-10-20 00:00:00",,,,,,"995.0000","0.0000",1,0,0,1,"1.0000",1,"1000.0000",0,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Fotoluminescente Bomba de Incêndio Medida: 10x15 cm - PS019",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,353","PS021",0,"Placa Andares Fotoluminescente - Medida 19x19 cm - PS021",,,"/e/n/PS021.jpg","/e/n/PS021.jpg","/e/n/PS021.jpg","produto-266","produto-266.html",,"Não","0.0000","0.0000","1.1000",,,"Não","Catálogo, Busca","Placa Fotoluminescente indicativa Andares.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medida: 19 x 19 cm

Material: PVC Fotoluminescente
","Placa Fotoluminescente indicativa Andares.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medida: 19 x 19 cm

Material: PVC Fotoluminescente
","Placa; andares; fotoluminescente; indicativa; sinalização;",,,,,,,,"981.0000","0.0000",1,0,0,1,"1.0000",1,"1000.0000",0,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Andares Fotoluminescente - Medida 19x19 cm - PS021",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,353","PS388",0,"Placa Saída de Emergência Sentido á Direita - Medida: 24 x 12 cm - PS388",,,"/e/n/PS388.jpg","/e/n/PS388.jpg","/e/n/PS388.jpg","produto-269","produto-269.html",,"Não","8.0000","5.0000","1.1000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de saídas de emergência.

Durabilidade: - Uso Interno: 24 meses. - Uso Externo: 12 meses;

Disponível nas medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm

Material: PVC Fotoluminescente","Placas fotoluminescente para identificação de saídas de emergência.

Durabilidade: - Uso Interno: 24 meses. - Uso Externo: 12 meses;

Disponível nas medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm

Material: PVC Fotoluminescente","placa, fotoluminescente, saída, emergencia, direita",,"2014-10-20 00:00:00",,,,,,"70.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Saída de Emergência Sentido á Direita - Medida: 24 x 12 cm - PS388",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,353","PS029",0,"Placa Saída de Emergência Sentido á Esquerda - Medida: 12 x 24 cm - PS029",,,"/e/n/PS029.jpg","/e/n/PS029.jpg","/e/n/PS029.jpg","produto-270","produto-270.html",,"Não","8.0000","5.0000","1.1000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de saídas de emergência.

Durabilidade: - Uso Interno: 24 meses. - Uso Externo: 12 meses;

Medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm

Material: PVC Fotoluminescente","Placas fotoluminescente para identificação de saídas de emergência.

Durabilidade: - Uso Interno: 24 meses. - Uso Externo: 12 meses;

Medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm

Material: PVC Fotoluminescente","placa, fotoluminescente, saída, saida, esquerda, sentido, emergencia",,"2014-10-20 00:00:00",,,,,,"70.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Saída de Emergência Sentido á Esquerda - Medida: 12 x 24 cm - PS029",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,353","PS382",0,"Placa Saída de Emergência Vertical para Baixo - Medida 12 x 24 cm - PS382",,,"/e/n/PS382.jpg","/e/n/PS382.jpg","/e/n/PS382.jpg","produto-273","produto-273.html",,"Não","8.0000","5.0000","1.1000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de saídas de emergência.

Durabilidade: - Uso Interno: 24 meses. - Uso Externo: 12 meses;

Medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm

Material: PVC Fotoluminescente","Placas fotoluminescente para identificação de saídas de emergência.

Durabilidade: - Uso Interno: 24 meses. - Uso Externo: 12 meses;

Medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm

Material: PVC Fotoluminescente","placa, fotoluminescente, saída, diagonal, baixo, emergencia",,"2014-10-20 00:00:00",,,,,,"56.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Saída de Emergência Vertical para Baixo - Medida 12 x 24 cm - PS382",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,353","PS379",0,"Placa Saída de Emergência Vertical para Cima - Medida 12 x 24 cm - PS379",,,"/e/n/PS379.jpg","/e/n/PS379.jpg","/e/n/PS379.jpg","produto-274","produto-274.html",,"Não","8.0000","5.0000","1.1000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de saídas de emergência.

Durabilidade: - Uso Interno: 24 meses. - Uso Externo: 12 meses;

Medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm

Material: PVC Fotoluminescente","Placas fotoluminescente para identificação de saídas de emergência.

Durabilidade: - Uso Interno: 24 meses. - Uso Externo: 12 meses;

Medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm

Material: PVC Fotoluminescente","placa, fotoluminescente, saida, cima, emergencia, vertical",,"2014-10-20 00:00:00",,,,,,"155.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Saída de Emergência Vertical para Cima - Medida 12 x 24 cm - PS379",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,353","PS028",0,"Placa Fotoluminescente Saída com Pictograma para Direita - Medida 19 x 19 cm - PS028",,,"/e/n/PS028.jpg","/e/n/PS028.jpg","/e/n/PS028.jpg","produto-276","produto-276.html",,"Não","8.0000","6.0000","0.3000",,,"Não","Catálogo, Busca","Placas fotoluminescente com pictograma para a direita com identificação de rota de fuga.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medida: 19 x 19 cm;

Material: PVC Fotoluminescente","Placas fotoluminescente com pictograma para a direita com identificação de rota de fuga.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medida: 19 x 19 cm;

Material: PVC Fotoluminescente","Placa; saída; pictograma; direita; fotoluminescente",,"2014-10-20 00:00:00",,,,,,"1000.0000","0.0000",1,0,0,1,"1.0000",1,"1000.0000",0,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Fotoluminescente Saída com Pictograma para Direita - Medida 19 x 19 cm - PS028",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,353","PS097",0,"Placa Fotoluminescente Rota de fuga - Diagonal Inferior à Direita - PS097",,,"/e/n/PS097.jpg","/e/n/PS097.jpg","/e/n/PS097.jpg","produto-283","produto-283.html",,"Não","8.0000","5.0000","0.3000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de rotas de fuga.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm;

Material: PVC Fotoluminescente","Placas fotoluminescente para identificação de rotas de fuga.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm;

Material: PVC Fotoluminescente","placa; fotoluminescente; rota de fuga;",,"2014-10-20 00:00:00",,,,,,"993.0000","0.0000",1,0,0,1,"1.0000",1,"1000.0000",0,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Fotoluminescente Rota de fuga - Diagonal Inferior à Direita - PS097",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,353","PS032",0,"Placa Fotoluminescente Rota de Fuga - Diagonal Inferior à Esquerda - PS032",,,"/e/n/PS032.jpg","/e/n/PS032.jpg","/e/n/PS032.jpg","produto-284","produto-284.html",,"Não","8.0000","5.0000","0.3000",,,"Não","Catálogo, Busca","Placas fotoluminescente para identificação de rotas de fuga.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Disponível nas medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm.

Material: PVC Fotoluminescente","Placas fotoluminescente para identificação de rotas de fuga.

Durabilidade: - Uso Interno: 24 meses; - Uso Externo: 12 meses;

Disponível nas medidas: 12 x 24 cm; 19 x 38 cm; 24 x 48 cm.

Material: PVC Fotoluminescente","Placa; rota de fuga; diagonal inferior; esquerda; fotoluminescente",,"2014-10-20 00:00:00",,,,,,"995.0000","0.0000",1,0,0,1,"1.0000",1,"1000.0000",0,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Placa Fotoluminescente Rota de Fuga - Diagonal Inferior à Esquerda - PS032",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
